,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
488,THQ,"Fighting, Action, Wrestling",WWE All Stars,"3DS,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360",THQ,"Mar 28, 2011","Apr 1, 2011 ",7.0,7.7
489,THQ,"Fighting, Action, Wrestling",WWE All Stars,"3DS,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360",THQ,"Mar 28, 2011","Apr 1, 2011 ",7.0,7.7
490,Omega Force,"Action, 2D, Beat-'Em-Up",Samurai Warriors Chronicles,3DS,Koei Tecmo Games,"Mar 27, 2011","Apr 1, 2011 ",4.5,7.9
491,Electronic Arts,"Golf, Simulation, Sports",Tiger Woods PGA Tour 12: The Masters,"Macintosh,PC,PlayStation 3,Wii,Xbox 360","Electronic Arts, EA Tiburon","Mar 29, 2011","Apr 1, 2011 ",8.0,7.3
492,Electronic Arts,"Simulation, Sports, Golf",Tiger Woods PGA Tour 12: The Masters,"Macintosh,PC,PlayStation 3,Wii,Xbox 360","Electronic Arts, EA Tiburon","Mar 29, 2011","Apr 1, 2011 ",8.0,7.3
493,"Straight Right, Slightly Mad Studios","Simulation, Driving/Racing",Shift 2: Unleashed,"iOS (iPhone/iPad),PC,PlayStation 3,Xbox 360",Electronic Arts,"Mar 29, 2011","Apr 1, 2011 ",7.5,6.9
494,"Straight Right, Slightly Mad Studios","Driving/Racing, Simulation",Shift 2: Unleashed,"iOS (iPhone/iPad),PC,PlayStation 3,Xbox 360",Electronic Arts,"Mar 29, 2011","Apr 1, 2011 ",7.5,6.9
495,Traveller's Tales,"Action, Adventure",LEGO Star Wars III: The Clone Wars,"3DS,DS,Macintosh,PC,PlayStation 3,PSP,Wii,Xbox 360","LucasArts, Feral Interactive, Disney Interactive Studios","Mar 22, 2011","Mar 31, 2011",6.5,7.8
496,Traveller's Tales,"Action, Adventure",LEGO Star Wars III: The Clone Wars,"3DS,DS,Macintosh,PC,PlayStation 3,PSP,Wii,Xbox 360","LucasArts, Feral Interactive, Disney Interactive Studios","Mar 22, 2011","Mar 31, 2011",6.5,7.8
497,Traveller's Tales,"Adventure, Action",LEGO Star Wars III: The Clone Wars,"3DS,DS,Macintosh,PC,PlayStation 3,PSP,Wii,Xbox 360","LucasArts, Feral Interactive, Disney Interactive Studios","Mar 22, 2011","Mar 31, 2011",6.5,7.8
498,Traveller's Tales,"Action, Adventure",LEGO Star Wars III: The Clone Wars,"3DS,DS,Macintosh,PC,PlayStation 3,PSP,Wii,Xbox 360","LucasArts, Feral Interactive, Disney Interactive Studios","Mar 22, 2011","Mar 31, 2011",6.5,7.8
499,Hothead Games,Miscellaneous,Swarm,"PlayStation 3,Xbox 360","Ignition Entertainment, SCEI","Mar 22, 2011","Mar 31, 2011",7.5,7.8
500,Hothead Games,Miscellaneous,Swarm,"PlayStation 3,Xbox 360","Ignition Entertainment, SCEI","Mar 22, 2011","Mar 31, 2011",7.5,7.8
501,BioWare,"Action, Role-Playing",Mass Effect 2,"PC,PlayStation 3,Xbox 360","Electronic Arts, EA Games, ak tronic","Jan 26, 2010","Mar 31, 2011",5.0,9.0
502,BioWare,"Role-Playing, Action",Mass Effect 2,"PC,PlayStation 3,Xbox 360","Electronic Arts, ak tronic, EA Games","Jan 26, 2010","Mar 31, 2011",5.0,9.0
503,"EA Games, Iron Monkey, Exient Entertainment, The Sims Studio, Maxis, Electronic Arts, EA Redwood Shores, EA Mobile",Simulation,The Sims 3,"3DS,Android,BlackBerry,DS,iOS (iPhone/iPad),Macintosh,PC,PlayStation 3,Wii,Windows Mobile,Xbox 360","EA Games, EA Mobile, Electronic Arts, Maxis","May 5, 2009","Mar 30, 2011",5.5,8.1
504,Arika,"Puzzle, Matching/Stacking",Bust-A-Move Universe,3DS,Square Enix,"Mar 27, 2011","Mar 30, 2011",5.0,6.0
505,Behavior Studios,"Adventure, Action",Ghostbusters: Sanctum of Slime,"PC,PlayStation 3,Xbox 360","Atari SA, Sony Interactive Studios America, Atari","Mar 22, 2011","Mar 30, 2011",4.0,4.7
506,Behavior Studios,"Action, Adventure",Ghostbusters: Sanctum of Slime,"PC,PlayStation 3,Xbox 360","Sony Interactive Studios America, Atari SA, Atari","Mar 22, 2011","Mar 30, 2011",4.5,4.7
507,Behavior Studios,"Adventure, Action",Ghostbusters: Sanctum of Slime,"PC,PlayStation 3,Xbox 360","Sony Interactive Studios America, Atari SA, Atari","Mar 22, 2011","Mar 30, 2011",5.0,4.7
508,Gameloft,"Driving/Racing, Arcade",Asphalt 3D,3DS,"Konami, Ubisoft","Mar 22, 2011","Mar 29, 2011",5.5,6.1
509,Ubisoft Montreal,"Action, Adventure",Assassin's Creed: Brotherhood,"Macintosh,PC,PlayStation 3,Xbox 360","Ubisoft, E-Frontier","Nov 16, 2010","Mar 28, 2011",8.5,8.9
510,Steel Monkeys,Simulation,Post Apocalyptic Mayhem,PC,Meridian4,"Mar 17, 2011","Mar 28, 2011",3.0,5.2
511,SCEA San Diego Studios,"Team-Based, Baseball, Simulation, Sports",MLB 11: The Show,"PlayStation 2,PlayStation 3,PSP","SCEA, SCEI","Mar 7, 2011","Mar 28, 2011",7.0,8.4
512,Arc System Works,"2D, Platformer, Action",Hard Corps: Uprising,"PlayStation 3,Xbox 360",Konami,"Feb 16, 2011","Mar 28, 2011",7.0,7.9
513,Evolution Studios,"Simulation, Driving/Racing",MotorStorm: Apocalypse,PlayStation 3,"SCEE, SCEI, SCE Australia, SCEA","May 3, 2011","Mar 28, 2011",8.5,8.2
514,Ubisoft,"Strategy, Turn-Based",Tom Clancy's Ghost Recon: Shadow Wars,3DS,Ubisoft,"Mar 22, 2011","Mar 27, 2011",8.0,8.1
515,Nintendo,"Strategy, Simulation",Nintendogs + Cats,3DS,Nintendo,"Mar 27, 2011","Mar 25, 2011",7.5,7.6
516,Nintendo,"Strategy, Simulation",Nintendogs + Cats,3DS,Nintendo,"Mar 27, 2011","Mar 25, 2011",7.5,7.6
517,Nintendo,"Strategy, Simulation",Nintendogs + Cats,3DS,Nintendo,"Mar 27, 2011","Mar 25, 2011",7.5,7.6
518,Keen Games,"Arcade, Driving/Racing",TNT Racers,"PlayStation 3,PSP,Wii,Xbox 360",DTP Entertainment,"Feb 9, 2011","Mar 25, 2011",7.0,6.3
519,"Konami, Konami Mobile & Online, Inc.","Soccer, Sports, Team-Based, Simulation",Pro Evolution Soccer 2011,"3DS,iOS (iPhone/iPad),PC,PlayStation 2,PlayStation 3,PSP,Wii,Windows Mobile,Xbox 360","Konami, Konami Mobile & Online, Inc.","Oct 19, 2010","Mar 25, 2011",7.0,7.6
520,Capcom,"Fighting, Action, 2D",Super Street Fighter IV,"3DS,PlayStation 3,Xbox 360",Capcom,"Apr 27, 2010","Mar 25, 2011",8.5,8.6
521,Sega,Action,Super Monkey Ball 3D,3DS,Sega,"Mar 27, 2011","Mar 25, 2011",5.0,6.0
522,Traveller's Tales,"Adventure, Action",LEGO Star Wars III: The Clone Wars,"3DS,DS,Macintosh,PC,PlayStation 3,PSP,Wii,Xbox 360","LucasArts, Feral Interactive, Disney Interactive Studios","Mar 22, 2011","Mar 25, 2011",6.0,7.8
523,"Ubisoft, Gameloft, Ubisoft Montreal","Action, Adventure",Tom Clancy's Splinter Cell: Chaos Theory,"3DS,DS,GameCube,Mobile,N-Gage,PC,PlayStation 2,PlayStation 3,Xbox","Ubisoft, Gameloft, Nokia, ak tronic, Focus Multimedia","Mar 21, 2005","Mar 25, 2011",5.5,8.9
524,"Vitei, Nintendo",Simulation,Steel Diver,3DS,Nintendo,"Mar 27, 2011","Mar 25, 2011",4.5,6.6
525,Monster Games Inc.,"Simulation, Flight",Pilotwings Resort,3DS,Nintendo,"Mar 27, 2011","Mar 25, 2011",6.5,7.5
526,HexaDrive,"3D, Action, Shooter, Third-Person",The 3rd Birthday,PSP,Square Enix,"Mar 29, 2011","Mar 25, 2011",6.0,7.9
527,"Crytek, Electronic Arts","Shooter, 3D, Action, First-Person",Crysis 2,"PC,PlayStation 3,Xbox 360","EA Games, Electronic Arts","Mar 22, 2011","Mar 24, 2011",8.5,8.3
528,Fire Hose Games,"Puzzle, Action",Slam Bolt Scrappers,"PC,PlayStation 3","Fire Hose Games, Sony Online Entertainment","Mar 15, 2011","Mar 23, 2011",6.5,6.9
529,"Crytek, Electronic Arts","First-Person, Shooter, 3D, Action",Crysis 2,"PC,PlayStation 3,Xbox 360","EA Games, Electronic Arts","Mar 22, 2011","Mar 23, 2011",8.5,8.3
530,"2K Czech, 2K Games","Sports, Tennis",Top Spin 4,"PlayStation 3,Wii,Xbox 360",2K Sports,"Mar 15, 2011","Mar 23, 2011",9.0,8.3
531,"2K Czech, 2K Games","Tennis, Sports",Top Spin 4,"PlayStation 3,Wii,Xbox 360",2K Sports,"Mar 15, 2011","Mar 23, 2011",9.0,8.3
532,"2K Czech, 2K Games","Sports, Tennis",Top Spin 4,"PlayStation 3,Wii,Xbox 360",2K Sports,"Mar 15, 2011","Mar 23, 2011",4.0,8.3
533,Trion Worlds,"Free-to-Play, MMO, Role-Playing",Rift,"Android,PC",Trion Worlds,"Mar 1, 2011","Mar 22, 2011",8.0,8.1
534,"Crytek, Electronic Arts","Shooter, 3D, Action, First-Person",Crysis 2,"PC,PlayStation 3,Xbox 360","EA Games, Electronic Arts","Mar 22, 2011","Mar 22, 2011",8.5,8.3
535,Ryu ga Gotoku Studios,"Action, Adventure",Yakuza 4,PlayStation 3,Sega,"Mar 15, 2011","Mar 21, 2011",8.0,8.4
536,Saber Interactive,"Action, First-Person, Shooter, 3D",Battle: Los Angeles,"PC,PlayStation 3,Xbox 360",Konami,"Mar 11, 2011","Mar 21, 2011",3.0,5.1
537,Visual Concepts,"Sports, Team-Based, Baseball, Simulation",Major League Baseball 2K11,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360",2K Sports,"Mar 8, 2011","Mar 21, 2011",4.5,7.3
538,Monumental Games,"Driving/Racing, Simulation",MotoGP 10/11,PlayStation 3,Capcom,"Mar 15, 2011","Mar 18, 2011",6.0,6.2
539,Monumental Games,"Simulation, Driving/Racing",MotoGP 10/11,PlayStation 3,Capcom,"Mar 15, 2011","Mar 18, 2011",6.0,6.2
540,"Creative Assembly, Feral Interactive, Sega","Strategy, Turn-Based",Total War: Shogun 2,"Linux,Macintosh,PC","Feral Interactive, Sega, E-Frontier","Mar 15, 2011","Mar 17, 2011",9.0,8.7
541,Visual Concepts,"Team-Based, Baseball, Simulation, Sports",Major League Baseball 2K11,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360",2K Sports,"Mar 8, 2011","Mar 17, 2011",7.5,7.3
542,Visual Concepts,"Simulation, Sports, Team-Based, Baseball",Major League Baseball 2K11,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360",2K Sports,"Mar 8, 2011","Mar 17, 2011",7.5,7.3
543,"Digital Extremes, Kaos Studios","Action, First-Person, Shooter, 3D",Homefront,"PC,PlayStation 3,Xbox 360","THQ, CyberFront, Spike, Spike Chunsoft","Mar 14, 2011","Mar 15, 2011",7.0,6.7
544,"Digital Extremes, Kaos Studios","3D, Action, First-Person, Shooter",Homefront,"PC,PlayStation 3,Xbox 360","THQ, CyberFront, Spike, Spike Chunsoft","Mar 14, 2011","Mar 15, 2011",7.0,6.7
545,"Kaos Studios, Digital Extremes","3D, Action, First-Person, Shooter",Homefront,"PC,PlayStation 3,Xbox 360","THQ, CyberFront, Spike Chunsoft, Spike","Mar 14, 2011","Mar 15, 2011",7.0,6.7
546,Firebrand Games,"Driving/Racing, Arcade",TrackMania: Build to Race,Wii,"City Interactive, Focus Home Interactive","Mar 24, 2011","Mar 15, 2011",7.0,7.7
547,Capcom,"Adventure, Action",Okamiden,DS,Capcom,"Mar 10, 2011","Mar 15, 2011",7.5,8.2
548,Square Enix,"Action, 3D, Fighting",Dissidia 012: Duodecim Final Fantasy,PSP,"Square Enix, SCEI","Mar 21, 2011","Mar 15, 2011",8.0,8.5
549,Microsoft Game Studios,Gambling,Full House Poker,"Windows Mobile,Xbox 360",Microsoft Game Studios,"Feb 15, 2011","Mar 14, 2011",7.5,7.9
550,"Square Enix, ArtePiazza, Heart Beat",Role-Playing,Dragon Quest VI,"Android,DS,iOS (iPhone/iPad),Super Nintendo","Square Enix, Nintendo, Enix Corporation","Dec 9, 1995","Mar 14, 2011",7.5,8.4
551,Ubisoft Montreal,"Action, Adventure",Assassin's Creed: Brotherhood,"Macintosh,PC,PlayStation 3,Xbox 360","Ubisoft, E-Frontier","Nov 16, 2010","Mar 11, 2011",7.5,8.9
552,SCEA San Diego Studios,"Sports, Team-Based, Baseball, Simulation",MLB 11: The Show,"PlayStation 2,PlayStation 3,PSP","SCEA, SCEI","Mar 7, 2011","Mar 10, 2011",8.0,8.4
553,"Telltale Games, Iron Galaxy Studios","Third-Person, 3D, Adventure",Back to the Future: The Game,"iOS (iPhone/iPad),Macintosh,PC,PlayStation 3,PlayStation 4,Wii,Xbox 360,Xbox One","Telltale Games, Deep Silver","Sep 29, 2011","Mar 8, 2011 ",7.5,7.8
554,BioWare,"Action, Role-Playing",Dragon Age II,"Macintosh,PC,PlayStation 3,Xbox 360","Electronic Arts, Spike","Mar 8, 2011","Mar 8, 2011 ",8.0,7.4
555,BioWare,"Action, Role-Playing",Dragon Age II,"Macintosh,PC,PlayStation 3,Xbox 360","Electronic Arts, Spike","Mar 8, 2011","Mar 8, 2011 ",8.0,7.4
556,BioWare,"Role-Playing, Action",Dragon Age II,"Macintosh,PC,PlayStation 3,Xbox 360","Electronic Arts, Spike","Mar 8, 2011","Mar 8, 2011 ",8.0,7.4
557,Relic,"Real-Time, Strategy","Warhammer 40,000: Dawn of War II - Retribution","Linux,Macintosh,PC","Sega, THQ","Feb 28, 2011","Mar 7, 2011 ",8.5,8.3
558,Lionhead Studios,Role-Playing,Fable III,"PC,Xbox 360",Microsoft Game Studios,"Oct 26, 2010","Mar 4, 2011 ",7.0,7.7
559,Runic Games,"Action, Role-Playing",Torchlight,"Macintosh,PC,Xbox 360","Encore Software, Inc., JoWooD Entertainment AG, Perfect World Entertainment, Runic Games, Mastertronic, Tradewest, Microsoft Game Studios","Oct 27, 2009","Mar 4, 2011 ",8.0,8.3
560,Game Freak,"Role-Playing, Management",Pokemon Black/White Version,DS,Nintendo,"Mar 6, 2011","Mar 4, 2011 ",7.5,8.6
561,Game Freak,"Role-Playing, Management",Pokemon Black/White Version,DS,Nintendo,"Mar 6, 2011","Mar 4, 2011 ",7.5,8.6
562,"Behavior Studios, Behaviour Interactive","Action, Adventure",Rango (2011),"DS,PlayStation 3,Wii,Xbox 360",Paramount Digital Entertainment,"Mar 1, 2011","Mar 3, 2011 ",7.0,7.1
563,"Behavior Studios, Behaviour Interactive","Adventure, Action",Rango (2011),"DS,PlayStation 3,Wii,Xbox 360",Paramount Digital Entertainment,"Mar 1, 2011","Mar 3, 2011 ",7.0,7.1
564,Visceral Games,"3D, Action, Shooter, Third-Person",Dead Space 2,"PC,PlayStation 3,Xbox 360","Electronic Arts, EA Games","Jan 25, 2011","Mar 3, 2011 ",7.0,8.8
565,Visceral Games,"Shooter, Third-Person, 3D, Action",Dead Space 2,"PC,PlayStation 3,Xbox 360","Electronic Arts, EA Games","Jan 25, 2011","Mar 3, 2011 ",7.0,8.8
566,"Colossal Order, Paradox Interactive, CyberFront",Simulation,Cities in Motion,"Linux,Macintosh,PC","Paradox Interactive, CyberFront, Avanquest Software, Ikaron, Paradox Software","Feb 22, 2011","Mar 2, 2011 ",7.5,7.0
567,"ORANGE_JUICE, Rockin' Android","Fighting, Action, 2D",Acceleration of SUGURI X-Edition,"PC,PlayStation 3","Rockin' Android, Sony Online Entertainment","Feb 15, 2011","Mar 2, 2011 ",7.0,7.4
568,Q Games,"Shooter, 2D, Action, Fixed-Screen",PixelJunk Shooter 2,PlayStation 3,"SCEE, SCEA, SCEI, SCE Australia","Mar 1, 2011","Mar 1, 2011 ",7.5,7.7
569,"Compile Heart, Idea Factory",Role-Playing,Hyperdimension Neptunia,PlayStation 3,"Idea Factory, NIS America","Feb 15, 2011","Mar 1, 2011 ",3.0,7.4
570,Obsidian Entertainment,Role-Playing,Fallout: New Vegas,"PC,PlayStation 3,Xbox 360","Bethesda Softworks, Mastertronic, ZeniMax Media","Oct 19, 2010","Mar 1, 2011 ",6.5,8.3
571,EA Canada,"Boxing, Sports",Fight Night Champion,"PlayStation 3,Xbox 360","EA Sports, Electronic Arts","Mar 1, 2011","Mar 1, 2011 ",8.5,8.3
572,EA Canada,"Boxing, Sports",Fight Night Champion,"PlayStation 3,Xbox 360","Electronic Arts, EA Sports","Mar 1, 2011","Mar 1, 2011 ",8.5,8.3
573,"Wizarbox, Tonuzaba Entertainment",Adventure,Gray Matter,"PC,Xbox 360","Viva Media, LLC, Mamba Games, Lace Mamba Global","Feb 22, 2011","Mar 1, 2011 ",7.0,7.9
574,"Wizarbox, Tonuzaba Entertainment",Adventure,Gray Matter,"PC,Xbox 360","Mamba Games, Lace Mamba Global, Viva Media, LLC","Feb 22, 2011","Mar 1, 2011 ",6.5,7.9
575,Game Republic,"Adventure, Action",Knights Contract,"PlayStation 3,Xbox 360","Bandai Namco Games, Namco Bandai Games","Feb 22, 2011","Feb 28, 2011",6.5,6.8
576,Game Republic,"Action, Adventure",Knights Contract,"PlayStation 3,Xbox 360","Namco Bandai Games, Bandai Namco Games","Feb 22, 2011","Feb 28, 2011",6.5,6.8
577,Shift,"Action, Role-Playing",Gods Eater Burst,PSP,"Bandai Namco Games, Namco Bandai Games, D3Publisher","Mar 15, 2011","Feb 28, 2011",7.5,8.4
578,"Halfbrick Studios, Blue Tongue Entertainment","Action, Platformer, 3D",de Blob 2,"DS,PC,PlayStation 3,PlayStation 4,Wii,Xbox 360,Xbox One","THQ, THQ Nordic","Feb 22, 2011","Feb 25, 2011",7.5,7.5
579,"Telltale Games, Iron Galaxy Studios","Third-Person, 3D, Adventure",Back to the Future: The Game,"iOS (iPhone/iPad),Macintosh,PC,PlayStation 3,PlayStation 4,Wii,Xbox 360,Xbox One","Telltale Games, Deep Silver","Sep 29, 2011","Feb 25, 2011",7.5,7.8
580,"Halfbrick Studios, Blue Tongue Entertainment","3D, Platformer, Action",de Blob 2,"DS,PC,PlayStation 3,PlayStation 4,Wii,Xbox 360,Xbox One","THQ, THQ Nordic","Feb 22, 2011","Feb 23, 2011",7.0,7.5
581,"Halfbrick Studios, Blue Tongue Entertainment","3D, Platformer, Action",de Blob 2,"DS,PC,PlayStation 3,PlayStation 4,Wii,Xbox 360,Xbox One","THQ, THQ Nordic","Feb 22, 2011","Feb 23, 2011",7.0,7.5
582,"Halfbrick Studios, Blue Tongue Entertainment","Platformer, Action, 3D",de Blob 2,"DS,PC,PlayStation 3,PlayStation 4,Wii,Xbox 360,Xbox One","THQ, THQ Nordic","Feb 22, 2011","Feb 23, 2011",7.0,7.5
583,Obsidian Entertainment,Role-Playing,Fallout: New Vegas,"PC,PlayStation 3,Xbox 360","Bethesda Softworks, Mastertronic, ZeniMax Media","Oct 19, 2010","Feb 23, 2011",6.5,8.3
584,"Epic Games, People Can Fly","First-Person, Shooter, 3D, Action",Bulletstorm,"PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Electronic Arts, Gearbox Publishing, Gearbox Software, Maximum Games","Feb 21, 2011","Feb 22, 2011",8.0,8.1
585,"People Can Fly, Epic Games","Shooter, 3D, Action, First-Person",Bulletstorm,"PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Gearbox Publishing, Electronic Arts, Gearbox Software, Maximum Games","Feb 21, 2011","Feb 22, 2011",8.0,8.1
586,"Epic Games, People Can Fly","Shooter, 3D, Action, First-Person",Bulletstorm,"PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Electronic Arts, Gearbox Publishing, Gearbox Software, Maximum Games","Feb 21, 2011","Feb 22, 2011",8.0,8.1
587,ATLUS,Role-Playing,Radiant Historia,"3DS,DS","Deep Silver, ATLUS","Feb 22, 2011","Feb 22, 2011",8.0,8.6
588,Omega Force,"Role-Playing, Action",Trinity: Souls of Zill O'll,PlayStation 3,"Koei, Koei Tecmo Games, TECMO KOEI GAMES CO., LTD.","Feb 8, 2011","Feb 18, 2011",6.5,7.3
589,DrinkBox Studios,"2D, Action, Platformer",Tales From Space: About a Blob,PlayStation 3,DrinkBox Studios,"Feb 8, 2011","Feb 17, 2011",6.5,7.3
590,Access Games,"Role-Playing, Action",Lord of Arcana,PSP,"Square Enix, SCEI","Jan 25, 2011","Feb 15, 2011",4.5,6.6
591,Keen Games,"Driving/Racing, Arcade",TNT Racers,"PlayStation 3,PSP,Wii,Xbox 360",DTP Entertainment,"Feb 9, 2011","Feb 15, 2011",7.0,6.3
592,Capcom,"2D, Fighting, Action",Marvel vs. Capcom 3: Fate of Two Worlds,"PlayStation 3,Xbox 360",Capcom,"Feb 15, 2011","Feb 14, 2011",8.5,8.2
593,Capcom,"2D, Fighting, Action",Marvel vs. Capcom 3: Fate of Two Worlds,"PlayStation 3,Xbox 360",Capcom,"Feb 15, 2011","Feb 14, 2011",8.5,8.2
594,Arc System Works,"Action, 2D, Platformer",Hard Corps: Uprising,"PlayStation 3,Xbox 360",Konami,"Feb 16, 2011","Feb 14, 2011",7.0,7.9
595,Curve Studios,"2D, Platformer, Action",Explodemon,"PC,PlayStation 3",Curve Studios,"Feb 8, 2011","Feb 14, 2011",7.0,6.7
596,Eden,"Simulation, Driving/Racing",Test Drive Unlimited 2,"PC,PlayStation 3,Xbox 360","Atari SA, CyberFront","Feb 8, 2011","Feb 14, 2011",7.0,7.0
597,Namco Bandai Games,Puzzle,Body and Brain Connection,Xbox 360,"Bandai Namco Games, Namco Bandai Games","Feb 8, 2011","Feb 11, 2011",6.0,6.1
598,"Kuusou Kagaku, Square Enix, Quest","Turn-Based, Strategy",Tactics Ogre: Let Us Cling Together,"PlayStation,PSP,Saturn,Super Nintendo","Artdink, ATLUS, Square Enix, Riverhillsoft, Quest",1998,"Feb 11, 2011",9.0,8.5
599,"Jellyvision, Jellyvision Games, Iron Galaxy Studios",Trivia/Board Game,You Don't Know Jack (2011),"DS,iOS (iPhone/iPad),Online/Browser,PC,PlayStation 3,Wii,Xbox 360","THQ, Jellyvision Games, Jellyvision","Feb 8, 2011","Feb 9, 2011 ",7.0,7.8
600,"Jellyvision, Jellyvision Games, Iron Galaxy Studios",Trivia/Board Game,You Don't Know Jack (2011),"DS,iOS (iPhone/iPad),Online/Browser,PC,PlayStation 3,Wii,Xbox 360","THQ, Jellyvision Games, Jellyvision","Feb 8, 2011","Feb 9, 2011 ",8.0,7.8
601,"Jellyvision, Jellyvision Games, Iron Galaxy Studios",Trivia/Board Game,You Don't Know Jack (2011),"DS,iOS (iPhone/iPad),Online/Browser,PC,PlayStation 3,Wii,Xbox 360","THQ, Jellyvision Games, Jellyvision","Feb 8, 2011","Feb 9, 2011 ",8.0,7.8
602,Double Fine Productions,"Puzzle, Action",Stacking,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","Double Fine Productions, THQ, Nordic Games Publishing","Feb 8, 2011","Feb 9, 2011 ",8.0,7.8
603,Double Fine Productions,"Puzzle, Action",Stacking,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","THQ, Double Fine Productions, Nordic Games Publishing","Feb 8, 2011","Feb 8, 2011 ",8.0,7.8
604,"Jellyvision, Jellyvision Games, Iron Galaxy Studios",Trivia/Board Game,You Don't Know Jack (2011),"DS,iOS (iPhone/iPad),Online/Browser,PC,PlayStation 3,Wii,Xbox 360","THQ, Jellyvision Games, Jellyvision","Feb 8, 2011","Feb 8, 2011 ",8.0,7.8
605,Square Enix,Sports,Mario Sports Mix,Wii,Nintendo,"Feb 7, 2011","Feb 8, 2011 ",4.0,6.3
606,Takara Tomy,Action,Naruto Shippuden: Shinobi Rumble,DS,"Takara Tomy, CyberFront","Feb 8, 2011","Feb 8, 2011 ",4.5,5.7
607,Realmforge Studios,Strategy,Dungeons,PC,"Kalypso, E-Frontier","Feb 10, 2011","Feb 7, 2011 ",5.0,5.0
608,Fatshark AB,"2D, Platformer, Action",Bionic Commando Rearmed 2,"PlayStation 3,Xbox 360",Capcom,"Feb 1, 2011","Feb 3, 2011 ",5.0,6.1
609,Fatshark AB,"Action, 2D, Platformer",Bionic Commando Rearmed 2,"PlayStation 3,Xbox 360",Capcom,"Feb 1, 2011","Feb 3, 2011 ",5.0,6.1
610,"Paradox Interactive, 1C, Ino-Co",Strategy,Majesty 2: The Fantasy Kingdom Sim,"Macintosh,PC","Virtual Programming, Paradox Interactive","Sep 17, 2009","Feb 3, 2011 ",7.0,7.1
611,Guerrilla,"Shooter, 3D, Action, First-Person",Killzone 3,PlayStation 3,"SCEI, SCE Australia, SCEA, SCEE","Feb 22, 2011","Feb 3, 2011 ",8.5,8.6
612,"Reality Pump, TopWare Interactive","Action, Role-Playing",Two Worlds II,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","TopWare Interactive, SouthPeak Games, Ubisoft, Zuxxez","Jan 25, 2011","Feb 2, 2011 ",7.0,7.4
613,Brawsome,Adventure,Jolly Rover,"Macintosh,PC","Brawsome, Lace Mamba Global","Jun 7, 2010","Feb 2, 2011 ",7.5,7.5
614,"Reality Pump, TopWare Interactive","Action, Role-Playing",Two Worlds II,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","TopWare Interactive, SouthPeak Games, Zuxxez, Ubisoft","Jan 25, 2011","Feb 1, 2011 ",7.5,7.4
615,"Reality Pump, TopWare Interactive","Action, Role-Playing",Two Worlds II,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","TopWare Interactive, SouthPeak Games, Zuxxez, Ubisoft","Jan 25, 2011","Feb 1, 2011 ",7.0,7.4
616,"Arrowhead Game Studios, Pieces Interactive","Action, Adventure",Magicka,PC,"Paradox Interactive, Pieces Interactive","Jan 25, 2011","Feb 1, 2011 ",7.0,7.5
617,Atomic Games,"Shooter, Tactical, Action, First-Person",Breach,"PC,Xbox 360","U&I Entertainment, Atomic Games, Destineer","Jan 26, 2011","Jan 31, 2011",6.5,5.9
618,Atomic Games,"Tactical, Action, First-Person, Shooter",Breach,"PC,Xbox 360","Atomic Games, U&I Entertainment, Destineer","Jan 26, 2011","Jan 31, 2011",6.0,5.9
619,Uber Entertainment,"3D, Action, Shooter, Third-Person",Monday Night Combat,"PC,Xbox 360","Uber Entertainment, Microsoft Game Studios","Aug 11, 2010","Jan 31, 2011",8.0,8.0
620,"Quadriga Games, ValuSoft",Action,Emergency 2012,"DS,PC","Rondomedia, E-Frontier, ValuSoft, Deep Silver","Nov 22, 2010","Jan 31, 2011",4.0,5.5
621,Deck 13,Role-Playing,Venetica,"PC,PlayStation 3,Xbox 360","DTP Entertainment, Mastertronic, Rombax Games, Deck 13","Jan 10, 2011","Jan 28, 2011",6.0,7.2
622,Visceral Games,"Third-Person, 3D, Action, Shooter",Dead Space 2,"PC,PlayStation 3,Xbox 360","Electronic Arts, EA Games","Jan 25, 2011","Jan 27, 2011",8.5,8.8
623,FeelPlus,"3D, Action, Shooter, Third-Person",Mindjack,"PlayStation 3,Xbox 360",Square Enix,"Jan 18, 2011","Jan 27, 2011",5.0,5.0
624,FeelPlus,"3D, Action, Shooter, Third-Person",Mindjack,"PlayStation 3,Xbox 360",Square Enix,"Jan 18, 2011","Jan 27, 2011",5.0,5.0
625,Deck 13,Role-Playing,Venetica,"PC,PlayStation 3,Xbox 360","Deck 13, DTP Entertainment, Mastertronic, Rombax Games","Jan 10, 2011","Jan 26, 2011",5.0,7.2
