,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
21,"Altron, Radical Entertainment","Driving/Racing, Arcade",The Simpsons: Road Rage,"Game Boy Advance,GameCube,PlayStation 2,Xbox","THQ, Electronic Arts","Nov 24, 2001","Dec 13, 2001",6.2,6.9
22,"Griptonite Games, KnowWonder, Warthog, Westlake Interactive, Argonaut Games","Action, Adventure",Harry Potter and the Sorcerer's Stone,"Game Boy Advance,Game Boy Color,GameCube,Macintosh,PC,PlayStation,PlayStation 2,Xbox","Electronic Arts, Electronic Arts Victor, EA Games, Aspyr","Nov 15, 2001","Dec 13, 2001",4.0,6.6
23,"Griptonite Games, KnowWonder, Warthog, Westlake Interactive, Argonaut Games","Action, Adventure",Harry Potter and the Sorcerer's Stone,"Game Boy Advance,Game Boy Color,GameCube,Macintosh,PC,PlayStation,PlayStation 2,Xbox","Electronic Arts, Electronic Arts Victor, EA Games, Aspyr","Nov 15, 2001","Dec 13, 2001",5.4,6.6
24,Stormregion,"Real-Time, Strategy",S.W.I.N.E.,PC,Fishtank Interactive,"Nov 19, 2001","Dec 12, 2001",7.8,8.0
25,Iridon Interactive AB,"Driving/Racing, Simulation",Monster Truck Rumble,PC,ValuSoft,"Nov 14, 2001","Dec 12, 2001",3.2,6.7
26,Victor Interactive Software,"Management, Strategy",Harvest Moon: Save the Homeland,"PlayStation 2,PlayStation 4","Victor Interactive Software, Marvelous, Ubisoft, SCEA, Natsume, Sony Interactive Entertainment","Nov 22, 2001","Dec 12, 2001",8.1,7.9
27,Clever's Development,"Driving/Racing, Simulation",Screamer 4x4,PC,Virgin Interactive,"Dec 3, 2001","Dec 11, 2001",7.6,8.0
28,Nintendo,"Action, 2D, Platformer",Wario Land 4,Game Boy Advance,"Nintendo, iQue","Nov 18, 2001","Dec 11, 2001",8.7,8.4
29,"Acclaim Studios Salt Lake City, Acclaim","Wrestling, Action, Fighting",Legends of Wrestling,"GameCube,PlayStation 2,Xbox",Acclaim,"Dec 3, 2001","Dec 11, 2001",5.3,5.5
30,Inland Productions,"Arcade, Driving/Racing",Arctic Thunder,"Arcade Games,PlayStation 2,Xbox",Midway,"Sep 17, 2001","Dec 11, 2001",4.0,5.8
31,"War Drum Studios, Westlake Interactive, Remedy Entertainment, Rockstar Toronto, neo Software","Action, Shooter, Third-Person, 3D",Max Payne,"Android,iOS (iPhone/iPad),Macintosh,PC,PlayStation 2,PlayStation 4,Xbox","Rockstar Games, MacSoft, 3D Realms, Gathering, Electronic Arts","Jul 23, 2001","Dec 10, 2001",9.2,8.9
32,Opus,"Driving/Racing, Arcade",Wave Rally,PlayStation 2,Eidos Interactive,"Nov 26, 2001","Dec 10, 2001",6.3,5.9
33,Mindscape Inc.,Adventure,Survivor,"DS,Wii",Valcon Games,"Oct 19, 2010","Dec 10, 2001",2.0,7.5
34,"War Drum Studios, Westlake Interactive, Remedy Entertainment, Rockstar Toronto, neo Software","Action, Shooter, Third-Person, 3D",Max Payne,"Android,iOS (iPhone/iPad),Macintosh,PC,PlayStation 2,PlayStation 4,Xbox","Rockstar Games, MacSoft, 3D Realms, Gathering, Electronic Arts","Jul 23, 2001","Dec 10, 2001",8.0,8.9
35,Acclaim Studios Cheltenham,"Driving/Racing, Arcade",XGIII: Extreme G Racing,"GameCube,PlayStation 2","Acclaim, Acclaim Japan","Aug 21, 2001","Dec 10, 2001",8.6,8.0
36,"3d6 Games, Radical Entertainment, Blue Planet Software","Puzzle, Matching/Stacking",Tetris Worlds,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox","THQ, Success","Sep 5, 2001","Dec 10, 2001",2.1,5.9
37,Secret Level,Simulation,Star Wars Starfighter: Special Edition,Xbox,LucasArts,"Nov 26, 2001","Dec 7, 2001 ",7.2,7.4
38,EA Sports,"Simulation, Driving/Racing",F1 2001,"PC,PlayStation 2,Xbox","Electronic Arts, EA Sports, Electronic Arts Victor","Oct 1, 2001","Dec 7, 2001 ",8.2,8.0
39,Omega Force,"Beat-'Em-Up, Action, 3D",Dynasty Warriors 3,"PlayStation 2,Xbox","Koei, Koei Tecmo Games, THQ","Nov 26, 2001","Dec 7, 2001 ",7.1,8.2
40,Silver Style,Role-Playing,Gorasul: Legacy of the Dragon,PC,JoWooD Entertainment AG,"Nov 26, 2001","Dec 7, 2001 ",6.4,6.4
41,"Crawfish Interactive, Bam Entertainment","Driving/Racing, Simulation",Driven,"Game Boy Advance,GameCube,PlayStation 2",Bam Entertainment,"Nov 6, 2001","Dec 7, 2001 ",2.9,5.0
42,Bugbear,"Driving/Racing, Simulation",Rally Trophy,PC,JoWooD Entertainment AG,"Nov 20, 2001","Dec 6, 2001 ",8.7,8.2
43,"Ubisoft Montreal, Ubisoft","Action, Adventure",Disney's Tarzan Untamed,"GameCube,PlayStation 2",Ubisoft,"Nov 14, 2001","Dec 6, 2001 ",5.9,5.8
44,"Ubisoft Montreal, Ubisoft","Action, Adventure",Disney's Tarzan Untamed,"GameCube,PlayStation 2",Ubisoft,"Nov 14, 2001","Dec 6, 2001 ",6.2,5.8
45,Incognito Inc.,"Arcade, Driving/Racing",Twisted Metal: Small Brawl,PlayStation,SCEA,"Nov 26, 2001","Dec 6, 2001 ",6.5,7.2
46,"Visual Impact, EA Sports Big, EA Canada","Sports, Snowboarding/Skiing",SSX Tricky,"Game Boy Advance,GameCube,PlayStation 2,Xbox","EA Sports Big, Electronic Arts, Electronic Arts Victor","Nov 5, 2001","Dec 5, 2001 ",8.8,8.8
47,"Farsight Technologies, Konami","Simulation, Sports, Team-Based, Football (American)",ESPN NFL PrimeTime 2002,"PC,PlayStation 2,Xbox",Konami,"Dec 2, 2001","Dec 5, 2001 ",5.5,5.6
48,Nintendo,"Strategy, Real-Time",Pikmin,"GameCube,Wii",Nintendo,"Dec 2, 2001","Dec 5, 2001 ",8.9,8.5
49,Cryo Interactive,Adventure,Beyond Atlantis II,"PC,PlayStation 2","DreamCatcher Interactive, Cryo Interactive","Oct 24, 2001","Dec 5, 2001 ",7.4,6.8
50,"Griptonite Games, KnowWonder, Warthog, Westlake Interactive, Argonaut Games","Action, Adventure",Harry Potter and the Sorcerer's Stone,"Game Boy Advance,Game Boy Color,GameCube,Macintosh,PC,PlayStation,PlayStation 2,Xbox","Electronic Arts, Electronic Arts Victor, EA Games, Aspyr","Nov 15, 2001","Dec 5, 2001 ",5.5,6.6
51,KCET,"3D, Action, Adventure, Survival",Silent Hill 2: Restless Dreams,Xbox,Konami,"Dec 19, 2001","Dec 4, 2001 ",7.9,8.5
52,1C,"Flight, Simulation",IL-2 Sturmovik,PC,"Blue Byte, Excalibur Publishing Limited, Ubisoft","Nov 18, 2001","Dec 4, 2001 ",9.2,8.7
53,Sega AM2,"Action, Adventure",Shenmue II,"Dreamcast,Xbox","Sega, Microsoft Game Studios","Oct 29, 2002","Dec 4, 2001 ",8.7,8.8
54,"989 Sports, Red Zone Entertainment","Sports, Team-Based, Football (American), Simulation",NFL GameDay 2002,"PlayStation,PlayStation 2",SCEA,"Aug 6, 2001","Dec 4, 2001 ",6.8,6.7
55,Naughty Dog,"3D, Platformer, Action",Jak and Daxter: The Precursor Legacy,"PlayStation 2,PlayStation 3,PlayStation 4,PlayStation Vita","SCEE, SCEI, SCEA, SCE Australia, Sony Interactive Entertainment","Dec 3, 2001","Dec 4, 2001 ",8.8,8.7
56,NovaLogic,"Simulation, Flight",Comanche 4,PC,"Electronic Arts, NovaLogic, Global Software Publishing (GSP)","Nov 12, 2001","Dec 4, 2001 ",7.7,7.8
57,"Altron, Radical Entertainment","Arcade, Driving/Racing",The Simpsons: Road Rage,"Game Boy Advance,GameCube,PlayStation 2,Xbox","THQ, Electronic Arts","Nov 24, 2001","Dec 3, 2001 ",6.2,6.9
58,Adrenium,"Adventure, Action",Azurik: Rise of Perathia,Xbox,Microsoft Game Studios,"Nov 25, 2001","Dec 3, 2001 ",5.0,5.6
59,Nival Interactive,"Strategy, Turn-Based",Etherlords,"iOS (iPhone/iPad),PC","Nival Interactive, DreamCatcher Interactive, Fishtank Interactive","Nov 12, 2001","Dec 3, 2001 ",8.1,7.7
60,"Nixxes Software, Crystal Dynamics","Action, Adventure, Survival, 3D",Soul Reaver 2,"PC,PlayStation 2",Eidos Interactive,"Oct 31, 2001","Dec 3, 2001 ",8.0,8.6
61,Sir-Tech Software Inc.,Role-Playing,Wizardry 8,"Macintosh,PC","Night Dive Studios, Sir-Tech Software Inc.","Nov 14, 2001","Nov 30, 2001",9.1,8.5
62,Massive Development,Simulation,Aquanox,PC,"Fishtank Interactive, JoWooD Entertainment AG","Nov 19, 2001","Nov 30, 2001",6.1,7.0
63,Angel Studios,"Simulation, Driving/Racing",Test Drive Off-Road Wide Open,"PlayStation 2,Xbox",Infogrames,"Aug 24, 2001","Nov 30, 2001",6.8,7.7
64,Crawfish Interactive,"Action, First-Person, Shooter, 3D",Ecks vs. Sever,Game Boy Advance,Bam Entertainment,"Nov 27, 2001","Nov 30, 2001",7.1,7.0
65,HAL Labs,"Fighting, Action, 2D",Super Smash Bros. Melee,GameCube,Nintendo,"Dec 3, 2001","Nov 30, 2001",8.9,9.3
66,GSC Game World,"First-Person, Shooter, 3D, Action",Codename: Outbreak,PC,Virgin Interactive,"Nov 24, 2001","Nov 29, 2001",5.4,6.2
67,Krome Studios,"Sports, Wakeboarding/Surfing",Sunny Garcia Surfing,PlayStation 2,Ubisoft,"Oct 22, 2001","Nov 29, 2001",5.9,6.6
68,Crystal Dynamics,"Arcade, Driving/Racing",Mad Dash Racing,Xbox,Eidos Interactive,"Nov 14, 2001","Nov 29, 2001",7.0,7.3
69,Acclaim,"Driving/Racing, Arcade",Jeremy McGrath Supercross World,"GameCube,PlayStation 2",Acclaim,"Nov 15, 2001","Nov 29, 2001",2.4,4.2
70,"JV Games Inc., Telegames, Inc.","3D, Action, First-Person, Shooter",BackTrack,"Game Boy Advance,PC","Telegames, Inc.",1998,"Nov 29, 2001",3.9,6.0
71,Magitech,"Strategy, Real-Time",Takeda,PC,Xicat Interactive,"Nov 14, 2001","Nov 29, 2001",5.5,7.6
72,Paradox Development Studio,"Real-Time, Strategy",Europa Universalis II,"Macintosh,PC","Virtual Programming, Ubisoft, Strategy First, Paradox Interactive, CyberFront","Nov 12, 2001","Nov 28, 2001",8.5,8.4
73,"EA Sports, EA Canada","Team-Based, Simulation, Soccer, Sports",FIFA 2002,"GameCube,PC,PlayStation,PlayStation 2","Electronic Arts Victor, EA Sports, Electronic Arts","Oct 29, 2001","Nov 28, 2001",8.7,8.1
74,"EA Sports, EA Canada","Soccer, Sports, Team-Based, Simulation",FIFA 2002,"GameCube,PC,PlayStation,PlayStation 2","EA Sports, Electronic Arts Victor, Electronic Arts","Oct 29, 2001","Nov 28, 2001",8.7,8.1
75,"Ubisoft Montreal, Ubisoft","Adventure, Action",Batman: Vengeance,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox",Ubisoft,"Oct 15, 2001","Nov 28, 2001",6.7,6.8
76,"Ubisoft Montreal, Ubisoft","Action, Adventure",Batman: Vengeance,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox",Ubisoft,"Oct 15, 2001","Nov 28, 2001",7.4,6.8
77,Light Weight,"2D, Action, Fighting",Kabuki Warriors,Xbox,"Genki, Crave","Nov 19, 2001","Nov 28, 2001",1.4,3.7
78,"Westlake Interactive, Gray Matter, Raster, Nerve Software","Action, First-Person, Shooter, 3D",Return to Castle Wolfenstein,"Macintosh,PC,PlayStation 2,Xbox","Aspyr, Activision, id Software","Nov 19, 2001","Nov 27, 2001",9.2,8.5
79,Visual Concepts,"Sports, Team-Based, Football (American), Simulation",NFL 2K2,"Dreamcast,PlayStation 2,Xbox",Sega,"Sep 19, 2001","Nov 27, 2001",9.5,8.5
80,"Magic Pockets, High Voltage Software, Snowblind Studios","Role-Playing, Action",Baldur's Gate: Dark Alliance,"Game Boy Advance,GameCube,PlayStation 2,Xbox","Destination Software, Interplay, Pacific Century Cyber Works","Dec 2, 2001","Nov 27, 2001",8.8,8.3
81,Harmonix Music Systems,Music/Rhythm,Frequency,PlayStation 2,"SCEA, SCEE","Nov 19, 2001","Nov 27, 2001",8.7,8.4
82,"Taito Corporation, Dwango Wireless","Matching/Stacking, Puzzle",Super Bust-A-Move,"Game Boy Advance,Mobile,PC,PlayStation 2","Ubisoft, Taito Corporation, Dwango Wireless, EON Digital Entertainment, Acclaim","Nov 26, 2000","Nov 26, 2001",8.0,6.8
83,Indie Built,"Sports, Snowboarding/Skiing",Amped: Freestyle Snowboarding,Xbox,Microsoft Game Studios,"Nov 19, 2001","Nov 26, 2001",6.7,7.3
84,Mad Doc Software,Strategy,Star Trek: Armada II,PC,Activision,"Nov 12, 2001","Nov 26, 2001",7.1,8.2
85,Digital Eclipse,"2D, Platformer, Action",Spyro: Season of Ice,Game Boy Advance,"VU Games, Sierra Entertainment, Konami","Oct 29, 2001","Nov 21, 2001",7.5,7.0
86,Torus Games,"Beat-'Em-Up, Action, 2D",Jackie Chan Adventures,Game Boy Advance,Activision,"Nov 6, 2001","Nov 21, 2001",8.3,7.9
87,"Full Fat, Z-Axis, Ltd.",Sports,Dave Mirra Freestyle BMX 2,"Game Boy Advance,GameCube,PlayStation 2,Xbox","Acclaim, Liquid Games","Aug 27, 2001","Nov 21, 2001",6.9,7.2
88,Natsume,"Wrestling, Fighting, Action",WWF Road to WrestleMania,Game Boy Advance,THQ,"Nov 18, 2001","Nov 21, 2001",7.8,6.7
89,Rockstar San Diego,"Wakeboarding/Surfing, Sports",TransWorld Surf,"PlayStation 2,Xbox","Infogrames, Atari SA","Nov 14, 2001","Nov 21, 2001",8.0,7.5
90,Microids,"Tennis, Sports",Tennis Masters Series,PC,Microids,"Nov 18, 2001","Nov 21, 2001",5.9,6.4
91,"Midway, Black Box","Arcade, Hockey, Sports, Team-Based",NHL Hitz 20-02,"GameCube,PlayStation 2,Xbox",Midway,"Sep 24, 2001","Nov 21, 2001",7.2,8.2
92,Nfusion,"Third-Person, Action, Shooter, Tactical",Deadly Dozen,PC,"Infogrames, Retroism","Oct 31, 2001","Nov 21, 2001",7.1,7.2
93,TimeGate Studios,Strategy,Kohan: Ahriman's Gift,PC,"Strategy First, Wanadoo","Nov 5, 2001","Nov 21, 2001",7.7,8.1
94,EA Games,"Simulation, Driving/Racing",Motor City Online,PC,EA Games,"Oct 29, 2001","Nov 21, 2001",7.6,8.3
95,Mobile 21,"Shoot-'Em-Up, Action, 2D",Gradius Galaxies,Game Boy Advance,Konami,"Nov 12, 2001","Nov 21, 2001",7.8,8.0
96,"Westlake Interactive, LucasArts","Strategy, Real-Time",Star Wars Galactic Battlegrounds,"Macintosh,PC","Aspyr, LucasArts, Disney Interactive Studios","Nov 11, 2001","Nov 20, 2001",8.2,8.2
97,"Sega, Electronic Arts Nederland BV, Hitmaker, Acclaim Studios Cheltenham, EA Mobile","Driving/Racing, Arcade",Crazy Taxi,"Android,Arcade Games,BlackBerry,Dreamcast,GameCube,iOS (iPhone/iPad),PC,PlayStation 2,PlayStation 3,Windows Mobile,Xbox 360","Sega, Electronic Arts Nederland BV, Acclaim, Activision, Activision Value, SCEI, Sega Europe, EA Mobile",1999,"Nov 20, 2001",4.9,7.5
98,"ArtePiazza, Square Enix, Heart Beat",Role-Playing,Dragon Quest VII: Fragments of the Forgotten Past,"3DS,Android,iOS (iPhone/iPad),PlayStation","Nintendo, Square Enix, Enix Corporation","Oct 31, 2001","Nov 20, 2001",7.7,8.3
99,Radical Entertainment,"Snowboarding/Skiing, Sports",Dark Summit,"GameCube,PlayStation 2,Xbox","THQ, Radical Entertainment","Nov 12, 2001","Nov 20, 2001",7.1,6.4
100,Team 17,"Arcade, Driving/Racing",Stunt GP,"Dreamcast,PC,PlayStation 2","EON Digital Entertainment, Virgin Interactive, Titus Software","Oct 25, 2001","Nov 20, 2001",5.0,7.5
101,"EA Canada, Electronic Arts","Simulation, Sports, Team-Based, Basketball",NBA Live 2002,"PlayStation,PlayStation 2,Xbox","Electronic Arts, Electronic Arts Victor","Oct 29, 2001","Nov 19, 2001",7.7,7.5
102,Maxis,Simulation,The Sims: Hot Date,"Macintosh,PC","Aspyr, Electronic Arts, EA Games","Nov 12, 2001","Nov 19, 2001",8.8,8.4
103,Acclaim Studios Austin,"Sports, Team-Based, Baseball, Simulation",All-Star Baseball 2002,"GameCube,PlayStation 2","Acclaim, Taito Corporation","Mar 12, 2001","Nov 19, 2001",6.5,6.8
104,Sony Bend,"3D, Action, Shooter, Third-Person",Syphon Filter 3,PlayStation,"SCEE, SCEA","Nov 6, 2001","Nov 19, 2001",6.5,7.9
105,"EA Sports, EA Canada","Sports, Team-Based, Simulation, Soccer",FIFA 2002,"GameCube,PC,PlayStation,PlayStation 2","Electronic Arts Victor, EA Sports, Electronic Arts","Oct 29, 2001","Nov 19, 2001",9.3,8.1
106,Rainbow Studios,"Driving/Racing, Arcade",Splashdown,"PlayStation 2,Xbox","Infogrames, Atari SA","Nov 5, 2001","Nov 16, 2001",7.6,7.8
107,"Black Box, EA Sports, EA Tiburon","Driving/Racing, Simulation",NASCAR Thunder 2002,"PlayStation,PlayStation 2,Xbox","EA Sports, Electronic Arts","Oct 2, 2001","Nov 16, 2001",8.0,7.8
108,"Vicarious Visions, HotGen, Neversoft Entertainment, Gearbox Software, Edge of Reality, Shaba Games","Sports, Skateboarding/Skating",Tony Hawk's Pro Skater 3,"Game Boy Advance,Game Boy Color,GameCube,Macintosh,Nintendo 64,PC,PlayStation,PlayStation 2,Xbox","Activision, Success, Aspyr","Oct 28, 2001","Nov 16, 2001",9.0,8.4
109,"Crawfish Interactive, Monster Games Inc.","Driving/Racing, Simulation",NASCAR Heat 2002,"Game Boy Advance,PlayStation 2,Xbox",Infogrames,"Jun 18, 2001","Nov 16, 2001",7.6,7.0
110,"Pseudo Interactive, Finish Line Games",Simulation,Cel Damage,"GameCube,PlayStation 2,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox,Xbox One","Electronic Arts, Play It!, System 3, Finish Line Games","Nov 14, 2001","Nov 16, 2001",5.7,7.1
111,"EA Redwood Shores, Electronic Arts","Action, First-Person, Shooter, 3D",James Bond 007: Agent Under Fire,"GameCube,PlayStation 2,Xbox",Electronic Arts,"Nov 13, 2001","Nov 16, 2001",6.8,7.3
112,GameSquad,"Action, Adventure",From Dusk Till Dawn,PC,"Tsukuda Synergy, DreamCatcher Interactive","Oct 11, 2001","Nov 16, 2001",5.7,6.0
113,Turbine Inc.,"MMO, Role-Playing",Asheron's Call Dark Majesty,PC,Microsoft Game Studios,"Nov 4, 2001","Nov 15, 2001",8.1,8.4
114,MASA Group,"Strategy, Real-Time",Conflict Zone,"Dreamcast,PC,PlayStation 2",Ubisoft,"Oct 31, 2001","Nov 15, 2001",4.4,6.4
115,Treyarch,"Skateboarding/Skating, Sports",Tony Hawk's Pro Skater 2x,Xbox,Activision,"Nov 14, 2001","Nov 15, 2001",7.7,8.2
116,"Sega, CRI, Acclaim Studios Cheltenham","Arcade, Driving/Racing",18 Wheeler: American Pro Trucker,"Arcade Games,Dreamcast,GameCube,PlayStation 2","Sega, Acclaim, Acclaim Japan",2000,"Nov 15, 2001",6.3,5.8
117,Capcom,"Action, Fighting, 2D",Capcom vs. SNK 2,"Arcade Games,Dreamcast,GameCube,PlayStation 2,Xbox","Capcom, SCEA","Nov 6, 2001","Nov 15, 2001",8.1,8.3
118,Digital Illusions,"Action, Platformer, 3D",Shrek (2001),Xbox,TDK Mediactive,"Nov 14, 2001","Nov 15, 2001",5.3,4.7
119,Ultimation Inc.,Simulation,Silent Hunter II,PC,"ak tronic, SSI, Ubisoft","Nov 5, 2001","Nov 14, 2001",6.1,7.1
120,Yuke's,"Action, Wrestling, Fighting",WWF SmackDown! Just Bring It,PlayStation 2,"Yuke's, THQ","Nov 18, 2001","Nov 14, 2001",8.1,7.8
121,Exakt,"Simulation, Driving/Racing",Supercar Street Challenge,"PC,PlayStation 2","Activision, Success","Oct 22, 2001","Nov 14, 2001",3.9,5.6
122,"Natsume, ITL, Dearsoft","Snowboarding/Skiing, Sports",Shaun Palmer's Pro Snowboarder,"Game Boy Advance,Game Boy Color,PlayStation 2","Activision, Success, Codemasters","Nov 13, 2001","Nov 14, 2001",7.7,7.4
123,"Valve Software, Gearbox Software","First-Person, Shooter, 3D, Action",Half-Life,"Linux,Macintosh,PC,PlayStation 2","Valve Software, Sierra Entertainment, VU Games","Oct 31, 1998","Nov 14, 2001",8.8,9.0
124,"BudCat, 3d6 Games, EA Sports","Sports, Team-Based, Football (American), Simulation",Madden NFL 2002,"Game Boy Advance,Game Boy Color,GameCube,Nintendo 64,PC,PlayStation,PlayStation 2,Xbox","EA Sports, Electronic Arts, Electronic Arts Victor","Aug 13, 2001","Nov 14, 2001",8.6,8.1
125,Terminal Reality,"Simulation, Driving/Racing",4X4 EVO 2,"GameCube,PC,PlayStation 2,Xbox","VU Games, Gathering, Frogster Interactive, Bam Entertainment","Oct 30, 2001","Nov 14, 2001",4.8,6.7
126,"Konami, KCE Studios","Action, 2D, Shoot-'Em-Up",AirForce Delta Storm,"Game Boy Advance,Xbox",Konami,"Nov 14, 2001","Nov 14, 2001",6.8,7.1
127,"Red Storm Entertainment, Ubisoft","Shooter, Tactical, Action, First-Person",Tom Clancy's Ghost Recon,"GameCube,Macintosh,PC,PlayStation 2,Xbox","Ubisoft, Aspyr, Microsoft Game Studios","Nov 13, 2001","Nov 13, 2001",7.3,7.9
128,"BudCat, 3d6 Games, EA Sports","Football (American), Simulation, Sports, Team-Based",Madden NFL 2002,"Game Boy Advance,Game Boy Color,GameCube,Nintendo 64,PC,PlayStation,PlayStation 2,Xbox","EA Sports, Electronic Arts, Electronic Arts Victor","Aug 13, 2001","Nov 13, 2001",8.6,8.1
129,Stainless Steel Studios,"Strategy, Real-Time",Empire Earth,PC,"Sierra Entertainment, Sold Out Software, ak tronic, Capcom","Nov 12, 2001","Nov 13, 2001",7.9,8.2
130,Pipe Dream Interactive,"3D, Action, First-Person, Shooter",Soldier of Fortune: Gold Edition,PlayStation 2,"Majesco Games, Codemasters","Nov 11, 2001","Nov 13, 2001",7.3,6.8
131,Bizarre Creations,"Simulation, Driving/Racing",Project Gotham Racing,Xbox,Microsoft Game Studios,"Nov 14, 2001","Nov 13, 2001",8.1,8.1
132,"Full Fat, Z-Axis, Ltd.",Sports,Dave Mirra Freestyle BMX 2,"Game Boy Advance,GameCube,PlayStation 2,Xbox","Acclaim, Liquid Games","Aug 27, 2001","Nov 13, 2001",7.4,7.2
133,"KCEJ, Bluepoint Games, Armature Studio","Adventure, Action",Metal Gear Solid 2: Sons of Liberty,"PC,PlayStation 2,PlayStation 3,PlayStation Vita,Xbox","Konami, Mindscape Inc., SCEE","Nov 12, 2001","Nov 13, 2001",9.6,9.1
134,Liquid Entertainment,"Strategy, Real-Time",Battle Realms,PC,"Crave, Focus Multimedia, Ubisoft","Nov 7, 2001","Nov 12, 2001",8.7,8.3
135,Red Storm Entertainment,"First-Person, Shooter, Tactical, Action",Tom Clancy's Rainbow Six Rogue Spear: Black Thorn,PC,"Ubisoft, Frogster Interactive","Oct 31, 2001","Nov 12, 2001",6.9,7.5
136,"Oddworld Inhabitants, Art, Just Add Water","Action, Adventure",Oddworld: Munch's Oddysee,"Android,Game Boy Advance,iOS (iPhone/iPad),Ouya,PC,PlayStation 3,PlayStation Vita,Xbox","Oddworld Inhabitants, THQ, Microsoft Game Studios, Atari SA, Infogrames","Nov 6, 2001","Nov 12, 2001",7.9,7.9
137,Team Ninja,"Action, 3D, Fighting",Dead or Alive 3,Xbox,"Microsoft Game Studios, Tecmo","Nov 14, 2001","Nov 12, 2001",7.9,8.3
